name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Guiyang,2020-04-17,27.0,16.9,21.4,27.1,16.9,21.4,16.0,73.8,0.5,100,8.33,rain,0.0,0.0,43.6,25.2,183.9,1010.7,61.1,10.0,200.3,17.3,8,,2020-04-17T06:27:46,2020-04-17T19:18:39,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"ZUGY,57816099999"
Guiyang,2020-04-18,26.0,16.0,20.7,26.0,16.0,20.7,15.3,73.3,16.2,100,12.5,rain,0.0,0.0,61.2,36.0,194.2,1009.2,54.6,10.6,192.3,16.6,8,,2020-04-18T06:26:49,2020-04-18T19:19:09,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"ZUGY,57816099999"
Guiyang,2020-04-19,18.0,14.5,16.1,18.0,14.5,16.1,14.1,88.0,0.0,0,0.0,,0.0,0.0,61.2,18.0,27.7,1014.2,63.0,8.6,100.6,8.5,3,,2020-04-19T06:25:52,2020-04-19T19:19:40,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2020-04-20,19.0,14.0,16.2,19.0,14.0,16.2,14.0,86.9,0.2,100,4.17,rain,0.0,0.0,40.3,25.2,30.3,1012.7,62.2,7.1,87.5,7.5,3,,2020-04-20T06:24:55,2020-04-20T19:20:11,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"ZUGY,57816099999"
Guiyang,2020-04-21,14.0,10.5,12.2,14.0,10.5,12.2,10.3,88.4,0.6,100,4.17,rain,0.0,0.0,32.4,25.2,38.6,1016.7,72.1,10.8,66.3,5.8,2,,2020-04-21T06:24:00,2020-04-21T19:20:42,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"ZUGY,57816099999"
Guiyang,2020-04-22,12.0,8.0,9.9,12.0,5.1,8.6,7.1,83.0,0.2,100,4.17,rain,0.0,0.0,32.4,21.6,23.5,1020.4,67.9,8.4,61.9,5.4,2,,2020-04-22T06:23:05,2020-04-22T19:21:14,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"ZUGY,57816099999"
Guiyang,2020-04-23,10.0,7.7,8.6,10.0,5.1,7.0,6.5,87.3,0.5,100,8.33,rain,0.0,0.0,30.2,18.0,24.1,1024.2,61.0,10.2,55.6,4.8,2,,2020-04-23T06:22:11,2020-04-23T19:21:45,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"ZUGY,57816099999"
Guiyang,2020-04-24,15.0,7.5,10.3,15.0,5.0,9.3,6.5,78.2,0.2,100,4.17,rain,0.0,0.0,31.7,18.0,22.3,1025.1,59.1,9.8,91.1,7.9,3,,2020-04-24T06:21:18,2020-04-24T19:22:17,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"ZUGY,57816099999"
Guiyang,2020-04-25,14.0,8.0,10.1,14.0,6.9,9.9,8.2,88.4,7.9,100,12.5,rain,0.0,0.0,28.8,14.4,20.0,1022.9,55.2,7.0,117.4,9.9,5,,2020-04-25T06:20:25,2020-04-25T19:22:48,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"ZUGY,57816099999"
Guiyang,2020-04-26,20.0,6.9,13.2,20.0,5.7,13.0,6.0,67.4,0.1,100,4.17,rain,0.0,0.0,34.2,18.0,30.9,1023.9,75.0,7.8,282.4,24.5,10,,2020-04-26T06:19:34,2020-04-26T19:23:20,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"ZUGY,57816099999"
Guiyang,2020-04-27,26.0,6.0,16.3,26.0,6.0,16.3,5.3,55.6,0.0,0,0.0,,0.0,0.0,25.2,18.0,7.7,1022.7,45.4,10.8,314.3,27.2,10,,2020-04-27T06:18:43,2020-04-27T19:23:52,0.14,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2020-04-28,28.0,9.0,18.6,26.9,9.0,18.5,6.8,51.1,0.0,0,0.0,,0.0,0.0,35.3,21.6,201.0,1019.5,60.7,10.7,313.3,27.2,10,,2020-04-28T06:17:53,2020-04-28T19:24:24,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2020-04-29,26.0,13.0,20.1,26.0,13.0,20.1,9.5,52.0,0.0,0,0.0,,0.0,0.0,51.5,28.8,195.9,1015.9,85.7,12.3,282.1,24.4,10,,2020-04-29T06:17:04,2020-04-29T19:24:57,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2020-04-30,25.0,16.6,20.1,25.0,16.6,20.1,14.7,72.3,23.0,100,8.33,rain,0.0,0.0,42.8,21.6,194.3,1014.6,81.0,9.4,213.6,18.4,7,,2020-04-30T06:16:16,2020-04-30T19:25:29,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"ZUGY,57816099999"
Guiyang,2020-05-01,25.0,15.0,19.9,25.0,15.0,19.9,15.5,77.5,0.4,100,4.17,rain,0.0,0.0,28.8,14.4,198.7,1012.7,60.4,10.2,228.0,19.6,8,,2020-05-01T06:15:29,2020-05-01T19:26:02,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"ZUGY,57816099999"
Guiyang,2020-05-02,28.0,16.0,21.1,28.6,16.0,21.2,16.5,77.2,1.0,100,8.33,rain,0.0,0.0,28.8,18.0,177.5,1010.6,43.4,9.2,206.9,17.8,7,,2020-05-02T06:14:42,2020-05-02T19:26:34,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"ZUGY,57816099999"
Guiyang,2020-05-03,31.0,17.0,23.4,31.9,17.0,23.8,17.7,72.9,0.0,0,0.0,,0.0,0.0,36.0,25.2,188.0,1009.8,39.1,9.9,281.4,24.3,9,,2020-05-03T06:13:57,2020-05-03T19:27:07,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2020-05-04,32.0,21.0,26.0,32.9,21.0,26.4,18.2,64.1,0.0,0,0.0,,0.0,0.0,54.4,32.4,198.4,1007.1,36.6,11.4,292.0,25.3,10,,2020-05-04T06:13:13,2020-05-04T19:27:40,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2020-05-05,33.0,20.0,26.3,32.3,20.0,26.2,16.8,60.4,0.0,0,0.0,,0.0,0.0,54.0,21.6,194.5,1005.8,29.4,11.8,278.3,23.8,9,,2020-05-05T06:12:29,2020-05-05T19:28:13,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2020-05-06,35.0,22.7,28.3,34.7,22.7,28.3,17.1,53.7,0.0,0,0.0,,0.0,0.0,50.8,32.4,183.5,1003.5,21.1,11.9,303.7,26.4,10,,2020-05-06T06:11:47,2020-05-06T19:28:46,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2020-05-07,37.0,23.0,29.5,35.8,23.0,29.4,16.3,48.3,0.0,0,0.0,,0.0,0.0,57.2,36.0,198.6,1001.4,1.2,12.1,325.0,28.0,10,,2020-05-07T06:11:06,2020-05-07T19:29:19,0.5,Clear,Clear conditions throughout the day.,clear-day,"ZUGY,57816099999"
Guiyang,2020-05-08,37.0,22.0,29.1,35.6,22.0,29.2,16.8,52.0,0.0,0,0.0,,0.0,0.0,54.0,32.4,185.3,1003.6,18.1,11.4,265.0,22.9,8,,2020-05-08T06:10:26,2020-05-08T19:29:52,0.52,Clear,Clear conditions throughout the day.,clear-day,"ZUGY,57816099999"
Guiyang,2020-05-09,35.0,21.2,26.9,33.3,21.2,27.2,18.1,62.4,0.0,0,0.0,,0.0,0.0,47.9,32.4,179.5,1007.2,42.9,10.6,249.9,21.6,8,,2020-05-09T06:09:47,2020-05-09T19:30:25,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2020-05-10,25.0,16.5,20.9,25.0,16.5,20.9,14.9,68.9,0.0,0,0.0,,0.0,0.0,43.2,21.6,55.8,1014.3,53.4,10.5,135.1,11.4,6,,2020-05-10T06:09:09,2020-05-10T19:30:59,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2020-05-11,22.0,16.5,18.7,22.0,16.5,18.7,15.3,81.1,7.0,100,8.33,rain,0.0,0.0,43.2,25.2,27.8,1016.4,73.4,9.6,85.2,7.3,3,,2020-05-11T06:08:32,2020-05-11T19:31:32,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"ZUGY,57816099999"
Guiyang,2020-05-12,23.0,14.9,18.0,23.0,14.9,18.0,13.9,77.8,0.0,0,0.0,,0.0,0.0,36.0,10.8,46.7,1017.1,51.4,11.1,141.6,12.3,6,,2020-05-12T06:07:56,2020-05-12T19:32:05,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2020-05-13,29.0,19.5,23.1,29.8,19.5,23.2,17.2,70.2,0.0,0,0.0,,0.0,0.0,54.4,32.4,182.0,1009.3,69.5,11.2,166.9,14.2,8,,2020-05-13T06:07:21,2020-05-13T19:32:38,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2020-05-14,28.0,18.6,22.9,28.3,18.6,22.9,16.4,67.9,0.0,0,0.0,,0.0,0.0,45.4,21.6,30.2,1007.8,68.2,10.4,178.6,15.4,6,,2020-05-14T06:06:48,2020-05-14T19:33:12,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2020-05-15,28.0,15.8,21.0,28.6,15.8,21.1,16.5,77.5,34.0,100,8.33,rain,0.0,0.0,39.6,18.0,89.3,1007.4,55.7,10.6,206.8,17.8,7,,2020-05-15T06:06:16,2020-05-15T19:33:45,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"ZUGY,57816099999"
Guiyang,2020-05-16,26.0,16.5,21.4,26.0,16.5,21.4,16.9,76.6,15.0,100,4.17,rain,0.0,0.0,54.0,21.6,31.0,1010.0,72.3,11.6,135.5,11.6,5,,2020-05-16T06:05:45,2020-05-16T19:34:18,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"ZUGY,57816099999"
Guiyang,2020-05-17,23.0,17.9,19.3,23.0,17.9,19.3,16.7,85.5,4.0,100,8.33,rain,0.0,0.0,28.8,10.8,11.8,1010.3,60.8,9.5,155.4,13.4,6,,2020-05-17T06:05:15,2020-05-17T19:34:51,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"ZUGY,57816099999"
Guiyang,2020-05-18,29.0,16.0,21.3,28.0,16.0,21.1,14.6,70.9,0.0,0,0.0,,0.0,0.0,28.8,16.2,41.1,1008.8,41.8,8.1,307.8,26.6,10,,2020-05-18T06:04:46,2020-05-18T19:35:24,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2020-05-19,28.0,15.0,22.2,28.6,15.0,22.4,16.2,70.4,31.0,100,4.17,rain,0.0,0.0,97.2,50.4,151.3,1006.9,48.0,10.7,286.9,24.9,9,,2020-05-19T06:04:19,2020-05-19T19:35:57,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"ZUGY,57816099999"
Guiyang,2020-05-20,28.0,19.8,22.7,30.1,19.8,22.9,19.7,83.8,0.2,100,4.17,rain,0.0,0.0,97.2,28.8,42.1,1004.9,62.2,9.2,137.6,11.9,5,,2020-05-20T06:03:53,2020-05-20T19:36:29,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"ZUGY,57816099999"
Guiyang,2020-05-21,22.0,18.4,20.2,22.0,18.4,20.2,18.8,91.8,4.5,100,20.83,rain,0.0,0.0,32.4,14.4,24.9,1008.5,58.6,9.3,56.5,4.8,2,,2020-05-21T06:03:28,2020-05-21T19:37:01,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"ZUGY,57816099999"
Guiyang,2020-05-22,25.0,17.0,20.1,25.0,17.0,20.1,16.5,81.3,5.8,100,12.5,rain,0.0,0.0,32.4,18.0,13.5,1012.0,54.7,10.4,105.5,9.0,5,,2020-05-22T06:03:04,2020-05-22T19:37:34,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"ZUGY,57816099999"
Guiyang,2020-05-23,27.0,17.0,21.3,27.3,17.0,21.4,16.0,74.0,0.0,0,0.0,,0.0,0.0,25.2,14.4,219.7,1012.2,47.7,9.6,113.5,9.9,6,,2020-05-23T06:02:42,2020-05-23T19:38:06,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2020-05-24,20.0,14.8,17.1,20.0,14.8,17.1,15.4,90.0,23.0,100,16.67,rain,0.0,0.0,36.7,14.4,14.4,1012.8,52.3,7.2,101.1,8.9,4,,2020-05-24T06:02:20,2020-05-24T19:38:37,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"ZUGY,57816099999"
Guiyang,2020-05-25,20.0,14.8,16.5,20.0,14.8,16.5,14.1,86.4,16.5,100,12.5,rain,0.0,0.0,38.9,25.2,7.5,1015.2,66.4,11.4,65.6,5.7,3,,2020-05-25T06:02:01,2020-05-25T19:39:09,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"ZUGY,57816099999"
Guiyang,2020-05-26,20.0,14.7,16.6,20.0,14.7,16.6,12.3,76.4,0.0,0,0.0,,0.0,0.0,32.4,14.4,28.7,1016.3,58.2,12.7,71.1,6.2,3,,2020-05-26T06:01:42,2020-05-26T19:39:40,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2020-05-27,20.0,15.0,17.1,20.0,15.0,17.1,13.4,79.2,0.0,0,0.0,,0.0,0.0,29.9,14.4,6.6,1017.1,70.8,10.7,87.1,7.5,4,,2020-05-27T06:01:25,2020-05-27T19:40:11,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2020-05-28,19.1,15.0,16.9,19.1,15.0,16.9,14.4,85.7,1.1,100,12.5,rain,0.0,0.0,21.6,9.0,49.7,1015.5,64.1,6.7,72.7,6.3,3,,2020-05-28T06:01:09,2020-05-28T19:40:41,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"ZUGY,57816099999"
Guiyang,2020-05-29,23.0,15.6,18.1,23.0,15.6,18.1,16.1,88.7,30.7,100,16.67,rain,0.0,0.0,31.7,7.2,118.5,1011.7,50.4,7.1,138.6,12.0,8,,2020-05-29T06:00:54,2020-05-29T19:41:11,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"ZUGY,57816099999"
Guiyang,2020-05-30,28.0,15.0,20.9,29.7,15.0,21.1,17.4,82.4,0.2,100,4.17,rain,0.0,0.0,33.8,21.6,143.0,1011.9,51.2,7.5,244.1,21.0,8,,2020-05-30T06:00:40,2020-05-30T19:41:41,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"ZUGY,57816099999"
Guiyang,2020-05-31,29.0,19.4,22.4,30.3,19.4,22.5,19.0,82.1,2.0,100,4.17,rain,0.0,0.0,38.9,18.0,203.4,1011.0,58.9,10.2,183.9,15.7,7,,2020-05-31T06:00:28,2020-05-31T19:42:10,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"ZUGY,57816099999"
Guiyang,2020-06-01,25.0,18.0,21.3,25.0,18.0,21.3,18.7,86.0,0.2,100,4.17,rain,0.0,0.0,21.6,10.8,117.9,1011.6,56.9,9.2,128.1,10.9,6,,2020-06-01T06:00:17,2020-06-01T19:42:38,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"ZUGY,57816099999"
Guiyang,2020-06-02,28.0,16.8,21.5,29.7,16.8,21.6,17.7,80.2,6.2,100,8.33,rain,0.0,0.0,46.8,25.2,345.7,1009.2,62.9,11.9,148.5,12.9,5,,2020-06-02T06:00:08,2020-06-02T19:43:07,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"ZUGY,57816099999"
Guiyang,2020-06-03,25.0,14.0,18.8,25.0,14.0,18.8,14.2,76.2,12.6,100,12.5,rain,0.0,0.0,46.8,18.0,9.2,1011.0,50.3,10.6,211.0,18.3,9,,2020-06-03T05:59:59,2020-06-03T19:43:34,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"ZUGY,57816099999"
Guiyang,2020-06-04,26.0,17.0,21.2,26.0,17.0,21.2,18.4,85.1,4.0,100,4.17,rain,0.0,0.0,29.9,14.4,124.8,1008.4,60.6,9.6,149.6,12.9,5,,2020-06-04T05:59:52,2020-06-04T19:44:01,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"ZUGY,57816099999"
Guiyang,2020-06-05,27.6,18.0,22.1,27.3,18.0,22.1,15.9,71.0,61.4,100,8.33,rain,0.0,0.0,46.8,14.4,187.2,1008.7,39.4,11.5,313.3,27.1,10,,2020-06-05T05:59:46,2020-06-05T19:44:28,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"ZUGY,57816099999"
Guiyang,2020-06-06,25.4,15.0,20.3,25.4,15.0,20.3,18.0,87.4,13.2,100,8.33,rain,0.0,0.0,28.8,14.4,72.8,1008.4,60.1,9.0,219.0,18.8,7,,2020-06-06T05:59:42,2020-06-06T19:44:53,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"ZUGY,57816099999"
Guiyang,2020-06-07,26.3,20.0,22.2,26.3,20.0,22.2,20.5,90.5,8.0,100,8.33,rain,0.0,0.0,32.4,16.2,64.5,1005.0,55.7,8.9,131.7,11.3,6,,2020-06-07T05:59:38,2020-06-07T19:45:19,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"ZUGY,57816099999"
Guiyang,2020-06-08,25.0,19.9,21.9,25.0,19.9,21.9,20.0,89.2,0.9,100,8.33,rain,0.0,0.0,32.4,14.4,24.1,1006.2,63.8,9.4,113.4,9.9,4,,2020-06-08T05:59:36,2020-06-08T19:45:43,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"ZUGY,57816099999"
Guiyang,2020-06-09,28.0,20.0,22.5,29.2,20.0,22.7,18.6,79.9,0.0,0,0.0,,0.0,0.0,38.9,14.4,4.8,1009.7,54.5,11.0,184.5,15.9,7,,2020-06-09T05:59:35,2020-06-09T19:46:07,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2020-06-10,23.0,19.0,20.6,23.0,19.0,20.6,19.4,92.8,10.0,100,8.33,rain,0.0,0.0,29.5,10.8,55.0,1009.6,66.4,7.1,165.1,14.2,6,,2020-06-10T05:59:36,2020-06-10T19:46:30,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"ZUGY,57816099999"
Guiyang,2020-06-11,29.0,21.0,24.6,31.4,21.0,25.2,20.7,80.2,0.7,100,4.17,rain,0.0,0.0,49.3,28.8,190.3,1005.4,65.5,11.7,213.0,18.4,7,,2020-06-11T05:59:37,2020-06-11T19:46:52,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"ZUGY,57816099999"
Guiyang,2020-06-12,29.0,22.6,25.2,31.4,22.6,25.7,20.7,76.7,0.0,0,0.0,,0.0,0.0,43.9,21.6,192.0,1003.6,64.4,12.6,208.0,18.0,8,,2020-06-12T05:59:40,2020-06-12T19:47:14,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2020-06-13,25.5,19.0,23.0,25.5,19.0,23.0,20.9,88.0,21.0,100,12.5,rain,0.0,0.0,32.4,21.6,165.1,1006.4,65.7,10.4,139.6,11.8,6,,2020-06-13T05:59:44,2020-06-13T19:47:34,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"ZUGY,57816099999"
Guiyang,2020-06-14,26.0,20.9,22.7,26.0,20.9,22.7,21.2,91.7,23.1,100,20.83,rain,0.0,0.0,26.3,14.4,12.6,1010.5,61.0,9.2,121.0,10.5,5,,2020-06-14T05:59:49,2020-06-14T19:47:54,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"ZUGY,57816099999"
Guiyang,2020-06-15,27.0,20.9,23.0,29.2,20.9,23.1,21.0,88.6,6.2,100,16.67,rain,0.0,0.0,42.8,18.0,201.5,1009.5,47.0,9.5,160.6,13.8,6,,2020-06-15T05:59:55,2020-06-15T19:48:13,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"ZUGY,57816099999"
Guiyang,2020-06-16,28.0,21.0,24.1,29.7,21.0,24.4,20.1,79.1,0.1,100,4.17,rain,0.0,0.0,64.1,36.0,198.7,1006.0,74.4,12.2,201.8,17.4,7,,2020-06-16T06:00:02,2020-06-16T19:48:31,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"ZUGY,57816099999"
Guiyang,2020-06-17,28.0,22.5,25.2,30.7,22.5,25.8,20.6,75.6,0.0,0,0.0,,0.0,0.0,59.8,28.8,197.9,1003.9,68.2,13.2,203.2,17.5,7,,2020-06-17T06:00:10,2020-06-17T19:48:48,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2020-06-18,24.0,18.8,20.8,24.0,18.8,20.8,18.3,86.3,21.0,100,12.5,rain,0.0,0.0,32.4,21.6,358.3,1009.2,69.0,10.4,75.4,6.6,3,,2020-06-18T06:00:20,2020-06-18T19:49:04,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"ZUGY,57816099999"
Guiyang,2020-06-19,27.1,19.6,23.1,28.8,19.6,23.5,19.7,82.0,1.1,100,8.33,rain,0.0,0.0,50.0,28.8,200.0,1009.5,65.5,10.9,192.7,16.8,7,,2020-06-19T06:00:30,2020-06-19T19:49:19,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"ZUGY,57816099999"
Guiyang,2020-06-20,29.0,22.5,25.5,31.4,22.5,26.2,20.6,74.8,0.0,0,0.0,,0.0,0.0,56.5,32.4,195.3,1006.2,73.6,12.8,201.8,17.4,7,,2020-06-20T06:00:42,2020-06-20T19:49:33,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2020-06-21,28.0,23.3,25.5,30.1,23.3,26.2,20.9,75.6,0.0,0,0.0,,0.0,0.0,52.6,28.8,196.3,1003.1,70.7,12.7,182.9,15.6,6,,2020-06-21T06:00:54,2020-06-21T19:49:46,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2020-06-22,29.0,20.9,24.5,31.4,20.9,24.9,20.6,79.0,0.0,0,0.0,,0.0,0.0,45.0,25.2,204.6,1004.5,62.5,12.1,169.3,14.5,7,,2020-06-22T06:01:08,2020-06-22T19:49:58,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2020-06-23,24.5,19.7,21.6,24.5,19.7,21.6,19.9,90.1,6.9,100,12.5,rain,0.0,0.0,29.5,18.0,20.0,1007.8,59.2,8.0,78.4,6.8,3,,2020-06-23T06:01:23,2020-06-23T19:50:08,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"ZUGY,57816099999"
Guiyang,2020-06-24,23.0,20.0,21.3,23.0,20.0,21.3,19.9,91.7,6.0,100,12.5,rain,0.0,0.0,25.2,14.4,6.5,1008.0,58.9,8.6,57.5,5.0,2,,2020-06-24T06:01:38,2020-06-24T19:50:18,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"ZUGY,57816099999"
Guiyang,2020-06-25,30.0,19.6,24.0,31.3,19.6,24.3,19.3,77.6,0.0,0,0.0,,0.0,0.0,25.9,10.8,63.9,1007.1,69.0,8.4,247.0,21.4,7,,2020-06-25T06:01:54,2020-06-25T19:50:27,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2020-06-26,30.0,20.0,25.4,32.6,20.0,26.4,20.6,75.6,0.0,0,0.0,,0.0,0.0,51.8,28.8,183.5,1004.2,63.5,12.3,220.5,19.1,7,,2020-06-26T06:02:12,2020-06-26T19:50:34,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2020-06-27,29.0,23.0,25.5,31.4,23.0,26.0,20.8,75.9,0.0,0,0.0,,0.0,0.0,60.5,36.0,197.4,1003.7,78.3,12.9,206.7,18.0,6,,2020-06-27T06:02:30,2020-06-27T19:50:40,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2020-06-28,30.0,23.5,26.2,32.6,23.5,27.1,20.7,72.2,0.0,0,0.0,,0.0,0.0,54.0,28.8,198.9,1004.8,75.8,13.0,211.2,18.5,7,,2020-06-28T06:02:49,2020-06-28T19:50:45,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2020-06-29,30.0,23.5,26.1,33.3,23.5,26.9,21.3,75.7,0.0,0,0.0,,0.0,0.0,38.2,21.6,192.2,1005.4,71.3,12.2,180.6,15.7,6,,2020-06-29T06:03:08,2020-06-29T19:50:49,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"ZUGY,57816099999"
Guiyang,2020-06-30,29.0,22.3,25.0,32.0,22.3,25.5,21.3,80.3,12.0,100,4.17,rain,0.0,0.0,30.2,14.4,206.0,1005.9,80.2,11.0,134.8,11.6,6,,2020-06-30T06:03:29,2020-06-30T19:50:52,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"ZUGY,57816099999"
Guiyang,2020-07-01,27.0,21.7,23.7,29.2,21.7,23.9,21.6,88.4,5.3,100,16.67,rain,0.0,0.0,36.7,18.0,190.0,1006.2,65.6,9.7,121.4,10.4,5,,2020-07-01T06:03:50,2020-07-01T19:50:53,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"ZUGY,57816099999"
Guiyang,2020-07-02,23.0,19.8,21.2,23.0,19.8,21.2,20.1,93.1,56.1,100,20.83,rain,0.0,0.0,32.4,10.8,29.2,1007.9,58.9,8.8,89.3,7.6,3,,2020-07-02T06:04:12,2020-07-02T19:50:53,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"ZUGY,57816099999"
